From2092,GPTotTime
2151,12.75
2152,13.86
2153,14.59
2154,15.88
2155,16.04
2156,17.53
2157,17.22
2158,18.25
2159,17.62
2160,16.8
2161,17.62
2162,18.39
2163,20.16
2164,18.52
2165,18.76
2166,20.38
2167,13.99
2168,14.3
2169,15.48
2170,17.56
2171,13.58
2172,14.51
2173,14.21
2174,15.2
2175,16.44
2176,18.12
2177,15.37
2178,16.51
2179,18.11
2180,12.69
2181,15.39
2182,15.35
2183,17
2184,17.11
2185,19.52
2186,18.24
2187,18.72
2188,18.2
2189,12.36
2190,13.27
2191,13.27
2192,14.24
2193,15.28
2194,17.15
2195,16.95
2196,16.45
2197,16.22
2198,15.62
2199,17.4
2200,15.47
2201,17.41
2202,16.86
2203,16.71
2204,18.93
2205,20
2206,20.9
2207,18.86
2208,19.85
2209,20.76
2210,21.6
2211,19.99
2212,21.36
2213,20.39
2214,22.6
2215,23.74
2216,22.12
2217,22.26
2218,24.26
2219,20.23
2220,20.89
2221,21.76
2222,21.78
2223,23.94
2224,20.58
2225,22.32
2226,24.6
2227,21.67
2228,22.8
2229,24.13
2230,25.06
2231,20.05
2232,19.49
2233,19.46
2234,18.58
2235,18.2
2236,19.23
2237,20.29
2238,20.74
2239,19.2
2240,20.79
2241,18.19
2242,19.1
2243,19.83
2244,16.13
2245,20.15
2246,19.36
2247,21.72
2248,21.85
2249,22.92
2250,20.83
2251,20.23
2252,23.07
2253,10002
2254,10002
2255,22.97
2256,20.16
2257,19.76
2258,21.04
2259,22.29
2260,21.55
2261,21.83
2262,23.3
2263,23.3
2264,22.08
2265,23.42
2266,21.82
2267,24.03
2268,24.32
2269,22.63
2270,23.55
2271,22.84
2272,24.95
2273,24.38
2274,23.96
2275,22.99
2276,22.83
2277,24.7
2278,24.35
2279,24.36
2280,24.42
2281,24.87
2282,25.1
2283,26.31
2284,25.21
2285,21.74
2286,21.5
2287,20.98
2288,21.85
2289,22.99
2290,22.36
2291,23.38
2292,22.4
2293,23.45
2294,24.23
2295,22.99
2296,24.1
2297,25.18
2298,22.52
2299,23.33
2300,24.81
2301,24.97
2302,23.81
2303,24.88
2304,24.99
2305,24.73
2306,25.43
2307,25.21
2308,27.67
2309,24.37
2310,25.46
2311,25.21
2312,27.23
2313,28.31
2314,25.52
2315,26.4
2316,26.21
2317,28.25
2318,22.98
2319,24.09
2320,25.18
2321,25.46
2322,24.26
2323,25.34
2324,26.3
2325,26.73
2326,28.57
2327,26.31
2328,27.12
2329,27.74
2330,25.48
2331,26.48
2332,26.11
2333,27.32
2334,26.93
2335,27.14
2336,28.28
2337,27.87
2338,28.66
2339,28.84
2340,28.86
2341,24.52
2342,25.18
2343,25.45
2344,26.6
2345,25.33
2346,27.16
2347,27.29
2348,28.02
2349,28.97
2350,28.49
2351,28.99
2352,30.24
2353,29.32
2354,29.17
2355,29.17
2356,30.49
2357,30.89
2358,27.84
2359,29.46
2360,29.49
2361,29.64
2362,30.81
2363,29.97
2364,30.15
2365,31.11
2366,32.77
2367,31.51
2368,33.15
2369,30.34
2370,31.28
2371,29.86
2372,30.92
2373,31.05
2374,29.67
2375,30.65
2376,32.01
2377,31.96
2378,31.96
2379,33.26
2380,33.61
2381,35.72
2382,32.09
2383,32.45
2384,38.86
2385,34.86
2386,35.64
2387,31.89
2388,32.64
2389,33.19
2390,33.56
2391,33.82
2392,31.18
2393,31.99
2394,32.7
2395,32.8
2396,30.47
2397,30.89
2398,31.45
2399,32.08
2400,33.21
2401,27.15
2402,29.75
2403,28.01
2404,29.96
2405,31.46
2406,30.99
2407,31.36
2408,31.92
2409,29.1
2410,29.92
2411,30.11
2412,30.71
2413,31.2
2414,26.37
2415,29.11
2416,29.43
2417,30.14
2418,30.58
2419,28.86
2420,29.56
2421,30.09
2422,26
2423,27.09
2424,30.44
2425,28.29
2426,27.77
2427,28.4
2428,28.74
2429,27.41
2430,30.16
2431,27.79
2432,26.59
2433,29.46
2434,28.28
2435,27.71
2436,26.94
2437,26.9
2438,30.16
2439,29.46
2440,28.46
2441,27.9
2442,28.11
2443,28.69
2444,28.84
2445,31.1
2446,30.96
2447,28.82
2448,29.03
2449,29.75
2450,30.15
2451,29.58
2452,30.33
2453,30.82
2454,29.81
2455,31.14
2456,31.66
2457,31.35
2458,30.93
2459,32.48
2460,30.5
2461,31.03
2462,31.57
2463,32.2
2464,31.63
2465,32.14
2466,32.67
2467,33.53
2468,34.55
2469,32.47
2470,33.75
2471,31.7
2472,31.84
2473,31.55
2474,33.15
2475,33.77
2476,33.33
2477,32.52
2478,30.62
2479,31.56
2480,33.1
2481,33.27
2482,33.9
2483,35.14
2484,32.87
2485,32.94
2486,30.89
2487,32.54
2488,33.18
2489,32.4
2490,35.25
2491,35.08
2492,34.04
2493,35.29
2494,34.91
2495,33.47
2496,35.79
2497,35.38
2498,34.3
2499,33.54
2500,34.57
2501,36
2502,35.25
2503,35.08
2504,36.19
2505,37.33
2506,37.32
2507,38.59
2508,36.81
2509,37.92
2510,37.66
2511,38.49
2512,39.87
2513,33.56
2514,34.51
2515,35.55
2516,34.69
2517,35.82
2518,35.93
2519,37.8
2520,37.89
2521,35.86
2522,37.68
2523,38.65
2524,38.47
2525,36.15
2526,36.87
2527,38.32
2528,38.82
2529,40.25
2530,40.85
2531,37.73
2532,38.37
2533,39.32
2534,39.94
2535,41.11
2536,38.66
2537,40.23
2538,41.21
2539,42.48
2540,40.05
2541,39.35
2542,40.06
2543,41.26
2544,42.37
2545,43.98
2546,41.31
2547,40.99
2548,41.58
2549,41.87
2550,43.66
2551,40.86
2552,42.4
2553,43.49
2554,42.27
2555,42.05
2556,36.99
2557,37.7
2558,38.21
2559,38.41
2560,38.15
2561,37.47
2562,37.03
2563,40.92
2564,39.14
2565,39.82
2566,38.43
2567,39.81
2568,40.38
2569,39.5
2570,40.51
2571,40.48
2572,40.63
2573,41.85
2574,42.88
2575,42.84
2576,40.78
2577,39.49
2578,40
2579,41.71
2580,39.21
2581,40.83
2582,40.22
2583,41.17
2584,40.98
2585,41.93
2586,43.05
2587,39.61
2588,41.06
2589,42.11
2590,42.19
2591,43.26
2592,37.43
2593,37.44
2594,36.83
2595,38.22
2596,37.83
2597,37.71
2598,39.15
2599,38.93
2600,37.98
2601,38.86
2602,38.56
2603,38.58
2604,39.69
2605,39.39
2606,40.6
2607,37.71
2608,37.84
2609,39.54
2610,39.57
2611,39.09
2612,41.22
2613,40.61
2614,39.63
2615,40.12
2616,40.86
2617,39.57
2618,40.26
2619,40.5
2620,41.1
2621,41.57
2622,38.74
2623,39.09
2624,40.05
2625,41.2
2626,31.1
2627,34.87
2628,32.46
2629,38.62
2630,36.78
2631,35.87
2632,34.16
2633,33.12
2634,35.03
2635,34.63
2636,33.49
2637,35.46
2638,35.78
2639,42.03
2640,36.6
2641,37.24
2642,37.88
2643,36.08
2644,36.5
2645,38
2646,37.22
2647,37.06
2648,35.71
2649,38.44
2650,37.82
2651,40.22
2652,38.99
2653,39.03
2654,40.38
2655,39.92
2656,39.37
2657,40.26
2658,40.14
2659,39.66
2660,40.99
2661,40.47
2662,39.59
2663,41.59
2664,46.86
2665,43.05
2666,40.28
2667,40.36
2668,43.73
2669,42.91
2670,41.39
2671,41.4
2672,45.58
2673,43.24
2674,42.1
2675,45.63
2676,44.36
2677,43.03
2678,41.1
2679,41.43
2680,41.54
2681,40.6
2682,40.61
2683,40.4
2684,39.16
2685,39.71
2686,38.88
2687,39.81
2688,39.33
2689,38.53
2690,41.23
2691,40.71
2692,45.72
2693,45.64
2694,45.88
2695,40.75
2696,46.29
2697,41.31
2698,44.11
2699,43.2
2700,41.92
2701,40.96
2702,45.41
2703,46.31
2704,43.13
2705,42.14
2706,41.27
2707,44.41
2708,42.71
2709,46.5
2710,45.85
2711,45.88
2712,42.96
2713,43.84
2714,43.02
2715,47.85
2716,42.57
2717,46.26
2718,43.49
2719,44.68
2720,47.73
2721,46.03
2722,45.28
2723,38.77
2724,39.2
2725,39.68
2726,40.44
2727,41.35
2728,41.01
2729,40.6
2730,42.86
2731,43.55
2732,42.99
2733,42.91
2734,42.17
2735,42.26
2736,44.67
2737,43.61
2738,42.05
2739,43.25
2740,43.24
2741,43.86
2742,44.3
2743,43.35
2744,44.16
2745,44.45
2746,45.48
2747,45.09
2748,45.49
2749,44.28
2750,43.14
2751,44.28
2752,44.3
2753,46.48
2754,45.47
2755,45.7
2756,45.71
2757,46.56
2758,47.32
2759,46.67
2760,46.36
2761,47.36
2762,46.34
2763,46.8
2764,47.19
2765,47.57
2766,47.35
2767,48.4
2768,48.46
2769,50.68
2770,49.52
2771,43.09
2772,41.97
2773,42.69
2774,40.96
2775,41.05
2776,41.76
2777,44.03
2778,41.78
2779,42.43
2780,42.17
2781,43.16
2782,43.87
2783,44.47
2784,46.29
2785,46.27
2786,44.86
2787,43.72
2788,43.61
2789,44.96
2790,44.91
2791,45.8
2792,45.89
2793,46.63
2794,41.69
2795,42.91
2796,42.41
2797,43.7
2798,43.82
2799,42.41
2800,43.15
2801,43.43
2802,43.28
2803,44.49
2804,44.94
2805,45.89
2806,45.07
2807,46.39
2808,47.58
2809,47.1
2810,46.87
2811,47.1
2812,46.16
2813,46.87
2814,46.78
2815,47.15
2816,47.6
2817,47.42
2818,47.34
2819,46.62
2820,45.78
2821,45.78
2822,45.64
2823,46.19
2824,46.64
2825,48.71
2826,46.39
2827,46.83
2828,48.57
2829,47.02
2830,49.11
2831,47.77
2832,46.95
2833,47.95
2834,47.22
2835,47.37
2836,48.04
2837,48.96
2838,48.97
2839,49.8
2840,49.68
2841,49.81
2842,48.79
2843,47.87
2844,48.85
2845,47.28
2846,48.69
2847,48.18
2848,48.03
2849,47.71
2850,47.01
2851,46.36
2852,57.18
2853,55.59
2854,50.65
2855,51.32
2856,50.27
2857,48.88
2858,48.42
2859,41.35
2860,47.17
2861,47.87
2862,51.19
2863,52.15
2864,54.67
2865,53.11
2866,53.73
2867,53.86
2868,53.44
2869,57.04
2870,10002
2871,10002
2872,10002
2873,10002
2874,27.65
2875,36.33
2876,42.59
2877,45.52
2878,63.59
2879,45.63
2880,58.83
2881,38.27
